event,oEffect,oReact,oWant,xAttr,xEffect,xIntent,xNeed,xReact,xWant,prefix,split
PersonX finally got back,[],[],[],"[""patient"", ""strong""]",[],[],[],[],[],"[""finally"", ""got""]",tst
PersonX finally got back,[],[],[],"[""Done"", ""Over it""]",[],[],[],[],[],"[""finally"", ""got""]",tst
PersonX beats around the bush,[],"[""annoyed"", ""grateful"", ""embarrassed for x, but amused also""]",[],[],[],"[""to evade answering an uncomfortable question"", ""to spare someone's feelings"", ""to avoid their own embarrassment""]",[],"[""relieved after they finally get it off their chest"", ""kind"", ""embarrassed anyway""]",[],"[""beats"", ""around""]",tst
PersonX beats around the bush,[],"[""none""]",[],[],[],"[""to not talk about something""]",[],"[""embarrassed""]",[],"[""beats"", ""around""]",tst
PersonX beats around the bush,[],"[""none""]",[],[],[],"[""to avoid something""]",[],"[""relieved""]",[],"[""beats"", ""around""]",tst
PersonX beats around the bush,"[""none""]",[],[],[],"[""avoids eye contact"", ""turns away""]",[],[],[],[],"[""beats"", ""around""]",tst
PersonX beats around the bush,"[""none""]",[],[],[],"[""twitches nervously"", ""avoids eye contact""]",[],[],[],[],"[""beats"", ""around""]",tst
PersonX beats around the bush,"[""none""]",[],[],[],"[""stutters"", ""looks down""]",[],[],[],[],"[""beats"", ""around""]",tst
PersonX beats around the bush,[],[],"[""to find out"", ""to laugh""]",[],[],[],"[""to have something to avoid"", ""to say something else""]",[],"[""to finally get to it"", ""to laugh""]","[""beats"", ""around""]",tst
PersonX beats around the bush,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""get away with something"", ""be catered to""]","[""beats"", ""around""]",tst
PersonX beats around the bush,[],[],[],"[""hiding something"", ""looking for a lost item.""]",[],[],[],[],[],"[""beats"", ""around""]",tst
PersonX beats around the bush,[],[],[],"[""Wimpy"", ""Loser""]",[],[],[],[],[],"[""beats"", ""around""]",tst
PersonX beats around the bush,[],[],[],"[""passive"", ""intimidated""]",[],[],[],[],[],"[""beats"", ""around""]",tst
PersonX raises PersonY's glass,[],"[""happy""]",[],[],[],"[""to make a toast""]",[],"[""joyous""]",[],"[""raises"", ""glass""]",tst
PersonX raises PersonY's glass,[],"[""none""]",[],[],[],"[""to look at the bottom of it""]",[],"[""curiosity satisfied""]",[],"[""raises"", ""glass""]",tst
PersonX raises PersonY's glass,"[""Toasts"", ""Says a speech""]",[],[],[],"[""none""]",[],[],[],[],"[""raises"", ""glass""]",tst
PersonX raises PersonY's glass,"[""none""]",[],[],[],"[""none""]",[],[],[],[],"[""raises"", ""glass""]",tst
PersonX raises PersonY's glass,"[""none""]",[],[],[],"[""gives the glass"", ""makes a toast""]",[],[],[],[],"[""raises"", ""glass""]",tst
PersonX raises PersonY's glass,[],[],"[""thank PersonX"", ""take the glass bac""]",[],[],[],"[""grab the glass"", ""reach over""]",[],"[""make a toast"", ""refill the glass""]","[""raises"", ""glass""]",tst
PersonX raises PersonY's glass,[],[],"[""say thank you"", ""toast""]",[],[],[],"[""be near the person"", ""reach out for glass""]",[],"[""make a toast"", ""refill the glass""]","[""raises"", ""glass""]",tst
PersonX raises PersonY's glass,[],[],"[""to get annoyed"", ""to ask PersonX reason for PersonX's action"", ""to join Person's remark 'cheers'""]",[],[],[],"[""to go near PersonY"", ""to take PersonY's glass in PersonX's hands""]",[],"[""to tell some thing about personY's glass"", ""to show it to PersonY or others"", ""to say something""]","[""raises"", ""glass""]",tst
PersonX raises PersonY's glass,[],[],[],[],[],[],"[""shows the juice in personY glass"", ""personX and personY celebrating the event""]",[],[],"[""raises"", ""glass""]",tst
PersonX raises PersonY's glass,[],[],"[""to drink it"", ""get a refill""]",[],[],[],[],[],"[""a refill"", ""get them a drink""]","[""raises"", ""glass""]",tst
PersonX raises PersonY's glass,[],[],[],"[""Praising"", ""Complentary""]",[],[],[],[],[],"[""raises"", ""glass""]",tst
PersonX raises PersonY's glass,[],[],[],"[""benfactor"", ""friendly""]",[],[],[],[],[],"[""raises"", ""glass""]",tst
PersonX raises PersonY's glass,[],[],[],"[""inappropriate"", ""acquisitive""]",[],[],[],[],[],"[""raises"", ""glass""]",tst
PersonX rains cats and dogs,[],"[""x is a bad person""]",[],[],[],"[""the othe rperosn to know hes very angry""]",[],"[""hes still angry""]",[],"[""rains"", ""cats""]",tst
PersonX rains cats and dogs,"[""none""]",[],[],[],"[""goes inside"", ""puts on a raincoat""]",[],[],[],[],"[""rains"", ""cats""]",tst
PersonX rains cats and dogs,"[""none""]",[],[],[],"[""none""]",[],[],[],[],"[""rains"", ""cats""]",tst
PersonX rains cats and dogs,"[""none""]",[],[],[],"[""takes them inside the house"", ""dries them with a towel""]",[],[],[],[],"[""rains"", ""cats""]",tst
PersonX rains cats and dogs,[],[],[],"[""distressed"", ""wet""]",[],[],[],[],[],"[""rains"", ""cats""]",tst
PersonX rains cats and dogs,[],[],[],[],[],[],[],[],[],"[""rains"", ""cats""]",tst
PersonX rains cats and dogs,[],[],[],"[""Scared"", ""No diffrent""]",[],[],[],[],[],"[""rains"", ""cats""]",tst
PersonX knows much about PersonY,[],"[""none""]",[],[],[],"[""none""]",[],"[""unsatisfied""]",[],"[""knows"", ""much""]",tst
PersonX knows much about PersonY,"[""tells PersonX to keep quiet"", ""asks PersonX to leave them alone""]",[],[],[],"[""tells everybody else"", ""writes a book""]",[],[],[],[],"[""knows"", ""much""]",tst
PersonX knows much about PersonY,"[""none""]",[],[],[],"[""none""]",[],[],[],[],"[""knows"", ""much""]",tst
PersonX knows much about PersonY,[],[],"[""none""]",[],[],[],"[""to do a research on PersonY"", ""to talk to PersonY"", ""to be close to PersonY""]",[],"[""to write a book about PersonY"", ""to move in with PersonY""]","[""knows"", ""much""]",tst
PersonX knows much about PersonY,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""To become friends"", ""To talk to Y""]","[""knows"", ""much""]",tst
PersonX knows much about PersonY,[],[],[],"[""informed"", ""close""]",[],[],[],[],[],"[""knows"", ""much""]",tst
PersonX knows much about PersonY,[],[],[],"[""friendly"", ""smart""]",[],[],[],[],[],"[""knows"", ""much""]",tst
PersonX knows much about PersonY,[],[],[],"[""nosey"", ""attentive""]",[],[],[],[],[],"[""knows"", ""much""]",tst
PersonX trails behind PersonY,[],"[""none""]",[],[],[],"[""to trail""]",[],"[""satisfied""]",[],"[""trails"", ""behind""]",tst
PersonX trails behind PersonY,[],"[""none""]",[],[],[],"[""to follow the person""]",[],"[""surprised""]",[],"[""trails"", ""behind""]",tst
PersonX trails behind PersonY,"[""none""]",[],[],[],"[""gets yelled at"", ""run""]",[],[],[],[],"[""trails"", ""behind""]",tst
PersonX trails behind PersonY,"[""arrives first"", ""gets the prize for being in the lead""]",[],[],[],"[""arrives later"", ""becomes delayed""]",[],[],[],[],"[""trails"", ""behind""]",tst
PersonX trails behind PersonY,"[""none""]",[],[],[],"[""none""]",[],[],[],[],"[""trails"", ""behind""]",tst
PersonX trails behind PersonY,[],[],"[""to wait for x"", ""to admonish x to speed up""]",[],[],[],"[""none""]",[],"[""to catch up to y"", ""to ask y to slow down""]","[""trails"", ""behind""]",tst
PersonX trails behind PersonY,[],[],[],"[""subordinate"", ""competent""]",[],[],[],[],[],"[""trails"", ""behind""]",tst
PersonX trails behind PersonY,[],[],[],"[""Follower"", ""Lost""]",[],[],[],[],[],"[""trails"", ""behind""]",tst
PersonX trails behind PersonY,[],[],[],"[""depleted"", ""unmotivated""]",[],[],[],[],[],"[""trails"", ""behind""]",tst
PersonX pushes it,[],"[""none""]",[],[],[],"[""to move the object""]",[],"[""tired"", ""satisfied""]",[],"[""pushes""]",tst
PersonX pushes it,[],"[""none""]",[],[],[],"[""none""]",[],"[""strong""]",[],"[""pushes""]",tst
PersonX pushes it,[],"[""none""]",[],[],[],"[""to achieve"", ""to succeed""]",[],"[""challenged"", ""good""]",[],"[""pushes""]",tst
PersonX pushes it,"[""none""]",[],[],[],"[""he is tired"", ""he learned a lot""]",[],[],[],[],"[""pushes""]",tst
PersonX pushes it,"[""none""]",[],[],[],"[""got to push"", ""it was opened before him""]",[],[],[],[],"[""pushes""]",tst
PersonX pushes it,"[""none""]",[],[],[],"[""sweats"", ""breathes heavily""]",[],[],[],[],"[""pushes""]",tst
PersonX pushes it,[],[],[],[],[],[],"[""none""]",[],[],"[""pushes""]",tst
PersonX pushes it,[],[],[],[],[],[],"[""to know where it is"", ""to know what to push""]",[],[],"[""pushes""]",tst
PersonX pushes it,[],[],"[""none""]",[],[],[],[],[],"[""to concentrate"", ""to take a break""]","[""pushes""]",tst
PersonX pushes it,[],[],"[""none""]",[],[],[],[],[],"[""to access somewhere"", ""for something to happen""]","[""pushes""]",tst
PersonX pushes it,[],[],[],"[""industrious"", ""eager""]",[],[],[],[],[],"[""pushes""]",tst
PersonX pushes it,[],[],[],"[""brave"", ""daring""]",[],[],[],[],[],"[""pushes""]",tst
PersonX pushes it,[],[],[],"[""unhealthy"", ""lazy""]",[],[],[],[],[],"[""pushes""]",tst
PersonX pushes it,[],[],[],"[""stubborn"", ""willful""]",[],[],[],[],[],"[""pushes""]",tst
PersonX plays the gender card,[],"[""offended""]",[],[],[],"[""have sympathy"", ""get her way"", ""explain her situation""]",[],"[""relieved"", ""satisfied""]",[],"[""plays"", ""gender""]",tst
PersonX plays the gender card,[],"[""disappointed""]",[],[],[],"[""to be pitied""]",[],"[""sad""]",[],"[""plays"", ""gender""]",tst
PersonX plays the gender card,[],"[""none""]",[],[],[],"[""to get away with something""]",[],"[""ashamed"", ""like they got away with something""]",[],"[""plays"", ""gender""]",tst
PersonX plays the gender card,"[""ponders following suit"", ""ponders how to avoid personX""]",[],[],[],"[""is resented"", ""is hated""]",[],[],[],[],"[""plays"", ""gender""]",tst
PersonX plays the gender card,"[""gets defensive"", ""blushes""]",[],[],[],"[""none""]",[],[],[],[],"[""plays"", ""gender""]",tst
PersonX plays the gender card,"[""none""]",[],[],[],"[""gets a dirty look"", ""loses friends""]",[],[],[],[],"[""plays"", ""gender""]",tst
PersonX plays the gender card,[],[],"[""To make things just"", ""To demand justice""]",[],[],[],"[""none""]",[],"[""To get the benefits"", ""To avail the advantages""]","[""plays"", ""gender""]",tst
PersonX plays the gender card,[],[],"[""dislikes PersonX for doing that"", ""is no longer friends with PersonX""]",[],[],[],"[""none""]",[],"[""feel guilty"", ""tell themselves not to do that again""]","[""plays"", ""gender""]",tst
PersonX plays the gender card,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to use their sex as an excuse"", ""to get away with something""]","[""plays"", ""gender""]",tst
PersonX plays the gender card,[],[],[],"[""defiant"", ""deceitful""]",[],[],[],[],[],"[""plays"", ""gender""]",tst
PersonX plays the gender card,[],[],[],"[""shrewd"", ""manipulative""]",[],[],[],[],[],"[""plays"", ""gender""]",tst
PersonX plays the gender card,[],[],[],"[""ruthless"", ""conniving""]",[],[],[],[],[],"[""plays"", ""gender""]",tst
PersonX spares no effort,[],"[""none""]",[],[],[],"[""none""]",[],"[""lazy"", ""unmotivated"", ""like they didn't do their best""]",[],"[""spares"", ""effort""]",tst
PersonX spares no effort,[],"[""none""]",[],[],[],"[""to be thorough""]",[],"[""accomplished"", ""satisfied""]",[],"[""spares"", ""effort""]",tst
PersonX spares no effort,[],"[""none""]",[],[],[],"[""needs to accomplish a task"", ""needs to gain something""]",[],"[""happy at doing what it took to finish a task."", ""frustrated because of failing anyway.""]",[],"[""spares"", ""effort""]",tst
PersonX spares no effort,"[""none""]",[],[],[],"[""accomplished"", ""exhausted"", ""promoted""]",[],[],[],[],"[""spares"", ""effort""]",tst
PersonX spares no effort,"[""none""]",[],[],[],"[""practices more"", ""enlists help""]",[],[],[],[],"[""spares"", ""effort""]",tst
PersonX spares no effort,"[""none""]",[],[],[],"[""GOT NO BENEFITS"", ""BECOME LAZY""]",[],[],[],[],"[""spares"", ""effort""]",tst
PersonX spares no effort,[],[],[],"[""hardworking"", ""dedicated""]",[],[],[],[],[],"[""spares"", ""effort""]",tst
PersonX spares no effort,[],[],[],"[""lazy"", ""uninterested""]",[],[],[],[],[],"[""spares"", ""effort""]",tst
PersonX spares no effort,[],[],[],"[""determined"", ""perfectionist""]",[],[],[],[],[],"[""spares"", ""effort""]",tst
PersonX dies on the vine,[],"[""none""]",[],[],[],"[""none""]",[],"[""nothing""]",[],"[""dies"", ""vine""]",tst
PersonX dies on the vine,"[""none""]",[],[],[],"[""withers"", ""drops to the ground""]",[],[],[],[],"[""dies"", ""vine""]",tst
PersonX dies on the vine,"[""none""]",[],[],[],"[""person x body decompsoes"", ""person x is sent to heaven""]",[],[],[],[],"[""dies"", ""vine""]",tst
PersonX dies on the vine,"[""none""]",[],[],[],"[""none""]",[],[],[],[],"[""dies"", ""vine""]",tst
PersonX dies on the vine,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to get better"", ""to feel better""]","[""dies"", ""vine""]",tst
PersonX dies on the vine,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""fall off vine"", ""stay trapped on vine""]","[""dies"", ""vine""]",tst
PersonX dies on the vine,[],[],"[""none""]",[],[],[],"[""to be on the plant"", ""to climb the plant""]",[],"[""to live"", ""to get away""]","[""dies"", ""vine""]",tst
PersonX dies on the vine,[],[],[],"[""careless"", ""anxious""]",[],[],[],[],[],"[""dies"", ""vine""]",tst
PersonX dies on the vine,[],[],[],"[""weak"", ""exhausted"", ""fading""]",[],[],[],[],[],"[""dies"", ""vine""]",tst
PersonX dies on the vine,[],[],[],"[""young"", ""doomed""]",[],[],[],[],[],"[""dies"", ""vine""]",tst
PersonX not does PersonY any favours,[],"[""horrible""]",[],[],[],"[""to inflict pain""]",[],"[""has no feelings""]",[],"[""favours""]",tst
PersonX not does PersonY any favours,[],"[""terrible""]",[],[],[],"[""to be mean""]",[],"[""in control""]",[],"[""favours""]",tst
PersonX not does PersonY any favours,[],"[""angry"", ""sad"", ""negative""]",[],[],[],"[""to have free time."", ""avoid persony""]",[],"[""neutral""]",[],"[""favours""]",tst
PersonX not does PersonY any favours,"[""none""]",[],[],[],"[""none""]",[],[],[],[],"[""favours""]",tst
PersonX not does PersonY any favours,"[""works hard to find his own solutions."", ""communicate less with person X.""]",[],[],[],"[""creates environment where nobody asks him for help."", ""creates persona where people find him unapprochable."", ""lessens the amount of communication he receives from others."", ""diminishes team work.""]",[],[],[],[],"[""favours""]",tst
PersonX not does PersonY any favours,"[""avoid personX"", ""they tell others to avoid him""]",[],[],[],"[""people don't help him"", ""he has less friends""]",[],[],[],[],"[""favours""]",tst
PersonX not does PersonY any favours,[],[],[],[],[],[],"[""none""]",[],[],"[""favours""]",tst
PersonX not does PersonY any favours,[],[],"[""to strive against person x"", ""to gain victory""]",[],[],[],[],[],"[""to advance over y"", ""to become famous""]","[""favours""]",tst
PersonX not does PersonY any favours,[],[],"[""to get away"", ""ignore each other""]",[],[],[],[],[],"[""to get even"", ""to cause pain""]","[""favours""]",tst
PersonX not does PersonY any favours,[],[],[],"[""unhelpful"", ""uncaring""]",[],[],[],[],[],"[""favours""]",tst
PersonX not does PersonY any favours,[],[],[],"[""uncooperative"", ""disagreeable""]",[],[],[],[],[],"[""favours""]",tst
PersonX not does PersonY any favours,[],[],[],"[""unkind"", ""unhelpful""]",[],[],[],[],[],"[""favours""]",tst
PersonX gives PersonY what for ___,[],"[""none""]",[],[],[],"[""persony to have something"", ""to thank persony"", ""to help persony""]",[],"[""grateful"", ""satisfied"", ""happy""]",[],"[""gives""]",tst
PersonX gives PersonY what for ___,"[""smiles at PersonX"", ""hugs PersonX""]",[],[],[],"[""smiles at PersonY"", ""hugs PersonY""]",[],[],[],[],"[""gives""]",tst
PersonX gives PersonY what for ___,"[""none""]",[],[],[],"[""love"", ""gifted""]",[],[],[],[],"[""gives""]",tst
PersonX gives PersonY what for ___,[],[],"[""to express gratitude"", ""to return the favor""]",[],[],[],"[""to make calculations"", ""to talk to PersonY""]",[],"[""to establish a relationship with PersonY"", ""for PersonY to express gratitude""]","[""gives""]",tst
PersonX gives PersonY what for ___,[],[],"[""thank person x"", ""hug person x""]",[],[],[],"[""buy a present"", ""wrap a gift""]",[],"[""hand the present to y"", ""wish y a happy birthday""]","[""gives""]",tst
PersonX gives PersonY what for ___,[],[],[],"[""giving"", ""caring"", ""loving""]",[],[],[],[],[],"[""gives""]",tst
PersonX gives PersonY what for ___,[],[],[],"[""questionable"", ""curious""]",[],[],[],[],[],"[""gives""]",tst
PersonX agrees to disagree,[],"[""satisfied""]",[],[],[],"[""to smooth things over.""]",[],"[""harmonious.""]",[],"[""agrees"", ""disagree""]",tst
PersonX agrees to disagree,[],"[""none""]",[],[],[],"[""conclude the argument/discussion and move on""]",[],"[""determined to move on""]",[],"[""agrees"", ""disagree""]",tst
PersonX agrees to disagree,"[""none""]",[],[],[],"[""becomes awkward"", ""gets a chance to prove himself""]",[],[],[],[],"[""agrees"", ""disagree""]",tst
PersonX agrees to disagree,"[""none""]",[],[],[],"[""confusing to say"", ""making fun"", ""supporting"", ""helping friend""]",[],[],[],[],"[""agrees"", ""disagree""]",tst
PersonX agrees to disagree,"[""none""]",[],[],[],"[""maintains position"", ""earns respect""]",[],[],[],[],"[""agrees"", ""disagree""]",tst
PersonX agrees to disagree,[],[],"[""to listen to PersonX"", ""to make their counterclaims""]",[],[],[],"[""to listen to the conversation"", ""to determine a response""]",[],"[""to make their argument"", ""to hear the counterclaims""]","[""agrees"", ""disagree""]",tst
PersonX agrees to disagree,[],[],"[""avoid confrontation"", ""end the conversation""]",[],[],[],"[""have formed an opinion"", ""have heard an opposing opinion""]",[],"[""to avoid confrontation"", ""to end the conversation""]","[""agrees"", ""disagree""]",tst
PersonX agrees to disagree,[],[],"[""none""]",[],[],[],"[""to be filling a online protest form"", ""to be asked a question""]",[],"[""to give his opinion"", ""to post on facebook""]","[""agrees"", ""disagree""]",tst
PersonX agrees to disagree,[],[],[],"[""respectful"", ""patient""]",[],[],[],[],[],"[""agrees"", ""disagree""]",tst
PersonX agrees to disagree,[],[],[],"[""mature"", ""confident""]",[],[],[],[],[],"[""agrees"", ""disagree""]",tst
PersonX agrees to disagree,[],[],[],"[""accepting"", ""surrendering""]",[],[],[],[],[],"[""agrees"", ""disagree""]",tst
PersonX takes matters into PersonX's own hands,[],"[""none""]",[],[],[],"[""to be proactive"", ""to be in charge"", ""to be in control""]",[],"[""empowered"", ""in control"", ""proactive""]",[],"[""takes"", ""matters""]",tst
PersonX takes matters into PersonX's own hands,[],"[""disrespected at personx doing the task instead of them""]",[],[],[],"[""to take care of a task"", ""to do a task right""]",[],"[""glad to complete the task"", ""frustrated that others couldn't do it""]",[],"[""takes"", ""matters""]",tst
PersonX takes matters into PersonX's own hands,[],"[""none""]",[],[],[],"[""handle their business""]",[],"[""successful and happy""]",[],"[""takes"", ""matters""]",tst
PersonX takes matters into PersonX's own hands,"[""none""]",[],[],[],"[""none""]",[],[],[],[],"[""takes"", ""matters""]",tst
PersonX takes matters into PersonX's own hands,[],[],"[""none""]",[],[],[],"[""to have tried working with others on solving matters"", ""to have given responsibility to someone else""]",[],"[""to sort it out without involving anybody else"", ""to take charge of everything""]","[""takes"", ""matters""]",tst
PersonX takes matters into PersonX's own hands,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to solve his problems."", ""to stop having problems.""]","[""takes"", ""matters""]",tst
PersonX takes matters into PersonX's own hands,[],[],[],"[""rash"", ""reckless""]",[],[],[],[],[],"[""takes"", ""matters""]",tst
PersonX takes matters into PersonX's own hands,[],[],[],"[""ambitious"", ""responsible""]",[],[],[],[],[],"[""takes"", ""matters""]",tst
PersonX takes matters into PersonX's own hands,[],[],[],"[""stubborn"", ""hotheaded""]",[],[],[],[],[],"[""takes"", ""matters""]",tst
PersonX comes into PersonX's own,[],"[""none""]",[],[],[],"[""none""]",[],"[""independent""]",[],"[""comes""]",tst
PersonX comes into PersonX's own,[],"[""none""]",[],[],[],"[""none""]",[],"[""like hes found himself.""]",[],"[""comes""]",tst
PersonX comes into PersonX's own,[],"[""none""]",[],[],[],"[""be responsable"", ""grow up""]",[],"[""like an adult"", ""in charge""]",[],"[""comes""]",tst
PersonX comes into PersonX's own,"[""none""]",[],[],[],"[""FEELS GOOS"", ""GET BENEFITS""]",[],[],[],[],"[""comes""]",tst
PersonX comes into PersonX's own,"[""none""]",[],[],[],"[""grows stronger"", ""asserts themselves""]",[],[],[],[],"[""comes""]",tst
PersonX comes into PersonX's own,[],[],"[""none""]",[],[],[],"[""grow up"", ""be more mature""]",[],"[""to be better"", ""go to work""]","[""comes""]",tst
PersonX comes into PersonX's own,[],[],"[""none""]",[],[],[],"[""to work hard"", ""to look for their own place""]",[],"[""to prove that they can do it alone"", ""to save money""]","[""comes""]",tst
PersonX comes into PersonX's own,[],[],[],"[""proud"", ""mature""]",[],[],[],[],[],"[""comes""]",tst
PersonX comes into PersonX's own,[],[],[],"[""brilliant"", ""joyous""]",[],[],[],[],[],"[""comes""]",tst
PersonX comes into PersonX's own,[],[],[],"[""introspective"", ""thoughtful""]",[],[],[],[],[],"[""comes""]",tst
PersonX keeps the peace,[],"[""more relaxed""]",[],[],[],"[""a calm situation""]",[],"[""successful""]",[],"[""keeps"", ""peace""]",tst
PersonX keeps the peace,[],"[""none""]",[],[],[],"[""to be peaceful""]",[],"[""extremely satsified""]",[],"[""keeps"", ""peace""]",tst
PersonX keeps the peace,[],"[""relieved""]",[],[],[],"[""to get along"", ""to be likeable""]",[],"[""helpful"", ""kind"", ""passive""]",[],"[""keeps"", ""peace""]",tst
PersonX keeps the peace,"[""they resolve their issues"", ""they do not argue""]",[],[],[],"[""they avoid conflict"", ""they don't have to deal with a fight""]",[],[],[],[],"[""keeps"", ""peace""]",tst
PersonX keeps the peace,"[""none""]",[],[],[],"[""Gets congratulated"", ""Becomes respected""]",[],[],[],[],"[""keeps"", ""peace""]",tst
PersonX keeps the peace,[],[],"[""to thank PersonX"", ""to fight against PersonX"", ""to cooperate with PersonX""]",[],[],[],"[""to work with both sides"", ""to facilitate talks""]",[],"[""to continue facilitating peace"", ""to help sides come to an agreement""]","[""keeps"", ""peace""]",tst
PersonX keeps the peace,[],[],"[""none""]",[],[],[],"[""to get a gun"", ""to be hired as sherriff""]",[],"[""to take the criminal to jail"", ""to clean his gun""]","[""keeps"", ""peace""]",tst
PersonX keeps the peace,[],[],[],"[""amiable"", ""humble""]",[],[],[],[],[],"[""keeps"", ""peace""]",tst
PersonX keeps the peace,[],[],[],"[""patient"", ""agreeable""]",[],[],[],[],[],"[""keeps"", ""peace""]",tst
PersonX keeps the peace,[],[],[],"[""calm"", ""respectful""]",[],[],[],[],[],"[""keeps"", ""peace""]",tst
PersonX comes again,[],"[""none""]",[],[],[],"[""to repeat something""]",[],"[""accomplished""]",[],"[""comes""]",tst
PersonX comes again,[],"[""none""]",[],[],[],"[""return""]",[],"[""welcomed""]",[],"[""comes""]",tst
PersonX comes again,[],"[""happy""]",[],[],[],"[""to visit his friends a lot""]",[],"[""affectionate and glad""]",[],"[""comes""]",tst
PersonX comes again,"[""none""]",[],[],[],"[""re-experiences event"", ""recognizes place""]",[],[],[],[],"[""comes""]",tst
PersonX comes again,"[""none""]",[],[],[],"[""sweats"", ""gets exercise""]",[],[],[],[],"[""comes""]",tst
PersonX comes again,[],[],"[""to catch up"", ""to offer some refreshments"", ""serve drinks""]",[],[],[],"[""to find the location"", ""to drive in their car""]",[],"[""to say hi to everyone"", ""to spend some time looking aroun""]","[""comes""]",tst
PersonX comes again,[],[],"[""none""]",[],[],[],"[""have been somewhere the first time"", ""decide to return""]",[],"[""gain experience"", ""socialize""]","[""comes""]",tst
PersonX comes again,[],[],"[""to block X's email"", ""to counsel X to seek help"", ""to ask X what she used to stimulate herself""]",[],[],[],"[""to get the proper equipment needed to make her come"", ""to watch something racy to get stimulated""]",[],"[""to take a shower"", ""to send a racy email to someone"", ""to post something anonymously on fb""]","[""comes""]",tst
PersonX comes again,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to get something"", ""look for something""]","[""comes""]",tst
PersonX comes again,[],[],[],"[""faithful"", ""fair""]",[],[],[],[],[],"[""comes""]",tst
PersonX comes again,[],[],[],"[""repetitive"", ""familiar""]",[],[],[],[],[],"[""comes""]",tst
PersonX comes again,[],[],[],"[""excited"", ""enthusiastic""]",[],[],[],[],[],"[""comes""]",tst
PersonX comes of age,[],"[""none""]",[],[],[],"[""none""]",[],"[""mature""]",[],"[""comes"", ""age""]",tst
PersonX comes of age,[],"[""none""]",[],[],[],"[""none""]",[],"[""like an elder.""]",[],"[""comes"", ""age""]",tst
PersonX comes of age,"[""none""]",[],[],[],"[""They celebrate"", ""They have a party"", ""They do what they are now legal to do.""]",[],[],[],[],"[""comes"", ""age""]",tst
PersonX comes of age,"[""none""]",[],[],[],"[""gets older"", ""can buy alcohol""]",[],[],[],[],"[""comes"", ""age""]",tst
PersonX comes of age,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""be recognized"", ""obtain rights""]","[""comes"", ""age""]",tst
PersonX comes of age,[],[],"[""none""]",[],[],[],"[""Be born"", ""Live life""]",[],"[""expire"", ""decay""]","[""comes"", ""age""]",tst
PersonX comes of age,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to act more mature"", ""to become a more productive citizen""]","[""comes"", ""age""]",tst
PersonX comes of age,[],[],"[""none""]",[],[],[],"[""to be born"", ""to grow up""]",[],"[""to move out on their own"", ""to go to college""]","[""comes"", ""age""]",tst
PersonX comes of age,[],[],[],"[""mature"", ""responsible""]",[],[],[],[],[],"[""comes"", ""age""]",tst
PersonX comes of age,[],[],[],"[""mature"", ""responsible""]",[],[],[],[],[],"[""comes"", ""age""]",tst
PersonX comes of age,[],[],[],"[""older"", ""successful""]",[],[],[],[],[],"[""comes"", ""age""]",tst
PersonX takes for a ride,[],"[""traveled""]",[],[],[],"[""none""]",[],"[""driven""]",[],"[""takes"", ""ride""]",tst
PersonX takes for a ride,"[""none""]",[],[],[],"[""gets lost"", ""tired""]",[],[],[],[],"[""takes"", ""ride""]",tst
PersonX takes for a ride,"[""none""]",[],[],[],"[""gets out of the house"", ""travels a route or path""]",[],[],[],[],"[""takes"", ""ride""]",tst
PersonX takes for a ride,[],[],"[""none""]",[],[],[],"[""to have booked uber"", ""to have mobile phone app""]",[],"[""to pay bill"", ""to go home""]","[""takes"", ""ride""]",tst
PersonX takes for a ride,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""Goes down the back roads"", ""Watchs the sunset.""]","[""takes"", ""ride""]",tst
PersonX takes for a ride,[],[],"[""to drive around town"", ""to get to the store""]",[],[],[],"[""to go outside"", ""to start up the car""]",[],"[""to drive around town"", ""to get to the store""]","[""takes"", ""ride""]",tst
PersonX takes for a ride,[],[],[],"[""spontaneous"", ""casual""]",[],[],[],[],[],"[""takes"", ""ride""]",tst
PersonX takes for a ride,[],[],[],"[""affable"", ""chummy""]",[],[],[],[],[],"[""takes"", ""ride""]",tst
PersonX takes for a ride,[],[],[],"[""rider"", ""tripper""]",[],[],[],[],[],"[""takes"", ""ride""]",tst
PersonX goes down the tubes,[],"[""none""]",[],[],[],"[""to be adventurous""]",[],"[""excited""]",[],"[""goes"", ""tubes""]",tst
PersonX goes down the tubes,[],"[""none""]",[],[],[],"[""none""]",[],"[""very discouraged""]",[],"[""goes"", ""tubes""]",tst
PersonX goes down the tubes,"[""none""]",[],[],[],"[""is transported"", ""has fun""]",[],[],[],[],"[""goes"", ""tubes""]",tst
PersonX goes down the tubes,"[""none""]",[],[],[],"[""none""]",[],[],[],[],"[""goes"", ""tubes""]",tst
PersonX goes down the tubes,[],[],"[""none""]",[],[],[],"[""a drink"", ""to act bad""]",[],"[""to be miserable"", ""to drown their sorrows""]","[""goes"", ""tubes""]",tst
